bn_name,bn_id,loc_name,creator_type,title,date,year_n,place,publisher,names_n,names,bn_pos,record_id,lccnID
Agnes Lewis,Q956,"Lewis, Agnes Smith",author,A translation of the four Gospels from the Syriac of the Sinaitic palimpsest,1896,1896,London,C. J. Clay and sons,1,"Lewis, Agnes Smith",1,Q956_008,unk83020495
Agnes Lewis,Q956,"Lewis, Agnes Smith",editor,"The story of Aḥiḳar from the Syriac, Arabic, Armenian, Ethiopic, Greek and Slavonic versions",1898,1898,London etc.,C.J. Clay and Sons,3,"Conybeare, F. C. || Harris, J. Rendel || Lewis, Agnes Smith",3,Q956_007,01025161
Agnes Lewis,Q956,"Lewis, Agnes Smith",author,In the shadow of Sinai; a story of travel and research from 1895 to 1897,1898,1898,Cambridge,Macmillan & Bowes,1,"Lewis, Agnes Smith",1,Q956_017,04029633
Agnes Lewis,Q956,"Lewis, Agnes Smith",author,"Select narrations of holy women, from the Syro-Antiochene or Sinai palimpsest as written above the old Syriae Gospels",1900,1900,London,C. J. Clay and sons,3,"Lewis, Agnes Smith || John || Burkitt, F. Crawford",1,Q956_022,11020011
Agnes Lewis,Q956,"Lewis, Agnes Smith",author,Palestinian Syriac texts,1900,1900,n.p.,,1,"Lewis, Agnes Smith",1,Q956_021,unk82080033
Agnes Lewis,Q956,"Lewis, Agnes Smith",editor,"Apocrypha syriaca; the Protevangelium Jacobi and Transitus Mariae, with texts from the Septuagint, the Corân, the Peshiṭta, and from a Syriac hymm in a Syro-Arabic palimpsest of the fifth and other centuries",1902,1902,London,C.J. Clay and sons,1,"Lewis, Agnes Smith",1,Q956_001,03019021
Agnes Lewis,Q956,"Lewis, Agnes Smith",editor,Forty-one facsimiles of dated Christian Arabic manuscripts,1907,1907,Cambridge,University press,3,"Lewis, Agnes Smith || Gibson, Margaret Dunlop || Margoliouth, D. S.",1,Q956_014,11020010
Agnes Lewis,Q956,"Lewis, Agnes Smith",editor,Codex Climaci rescriptus; fragments of sixth century Palestinian Syriac texts of the Gospels,1909,1909,Cambridge Eng.,University press,2,"Lewis, Agnes Smith || Nestle, Eberhard",1,Q956_003,09027435
Agnes Lewis,Q956,"Lewis, Agnes Smith",author,Light on the four Gospels from the Sinai palimpsest,1913,1913,London,Williams & Norgate,1,"Lewis, Agnes Smith",1,Q956_018,a 15000078
Dora Emily Limebeer,Q2675,"Limebeer, Dora Emily",author,The Greeks and the Romans,1940,1940,Cambridge Eng.,The University Press,1,"Limebeer, Dora Emily",1,Q2675_002,41004560
Lilian Mary Lindsay,Q1552,"Lindsay, Lilian",author,A short history of dentistry,1933,1933,London,"J. Bale, sons and Danielsson, ltd.",1,"Lindsay, Lilian",1,Q1552_001,34002478
Joan Eileen Annie Liversidge,Q1674,"Liversidge, Joan",author,Furniture in Roman Britain,1955,1955,London,A. Tiranti,1,"Liversidge, Joan",1,Q1674_004,56003229
Eleanor Lloyd,Q957,"Lloyd, Eleanor",author,The powder magazine,1868-1877,1868,London,Printed for private circulation by Taylor and Co.,3,"Duff, Eleanor || Duff, Henriette Anne || Lloyd, Eleanor",3,Q957_001,sf 96091326
Eleanor Lloyd,Q957,"Lloyd, Eleanor",author,The book of sun-dials,1889,1889,London,G. Bell,3,"Gatty, Alfred || Eden, Horatia K. F. Gatty || Lloyd, Eleanor",3,Q957_003,78108303
Mary Doreen Lobel,Q1707,"Lobel, M. D.",author,The history of Dean and Chalford,1935,1935,Oxford,Issued for the Society,1,"Lobel, M. D.",1,Q1707_004,35014825
Mary Doreen Lobel,Q1707,"Lobel, Mary Doreen",author,The borough of Bury St. Edmund's,1935,1935,Oxford,The Clarendon press,1,"Lobel, Mary Doreen",1,Q1707_005,35007835
Thomazine Mary Lockyer,Q219,"Lockyer, Thomazine Mary Browne",author,Life and work of Sir Norman Lockyer,1928,1928,London,"Macmillan and Co., Limited",3,"Lockyer, Thomazine Mary Browne || Lockyer, Winifred Lucas || Dingle, Herbert",1,Q219_001,29010169
Sophia Crawford Lomas,Q960,"Lomas, S. C.",editor,Calendar of the manuscripts of the Marquis of Bath,1904-,1904,London,Printed for H. M. Stationery off. by Mackie & co. ld.,7,"Harley, Robert || Oxford, Edward Harley || Prior, Matthew || Bath, Thomas Henry Thynne || Cartwright, James Joel || Rigg, J. M. || Lomas, S. C.",7,Q960_004,ac 35001222
Sophia Crawford Lomas,Q960,"Lomas, S. C.",editor,The Edwardian inventories for Huntingdonshire,1906,1906,London,"Longmans, Green",2,"Lomas, S. C. || Craib, Theodore",1,Q960_002,09003902
Sophia Crawford Lomas,Q960,"Lomas, S. C.",editor,Notes on the diplomatic relations of England and France 1603-1688; lists of ambassadors from England to France and from France to England,1906,1906,Oxford,B.H. Blackwell,2,"Firth, C. H. || Lomas, S. C.",2,Q960_001,11001578
Sophia Crawford Lomas,Q960,"Lomas, S. C.",author,"Elizabeth, electress palatine and queen of Bohemia",1909,1909,London,Methuen & co.,3,"Green, Mary Anne Everett || Lomas, S. C. || Ward, Adolphus William",2,Q960_005,10035760
Margaret Helen Longhurst,Q165,"Longhurst, Margaret H.",author,English ivories,1926,1926,London,"G.P. Putnam's Sons, limited",1,"Longhurst, Margaret H.",1,Q165_001,27020558
Margaret Helen Longhurst,Q165,"Longhurst, Margaret H.",author,Catalogue of carvings in ivory,1927-29,1927,London,Pub. under the authority of the Board of education,1,"Longhurst, Margaret H.",1,Q165_002,35024226
Margaret Helen Longhurst,Q165,"Longhurst, Margaret H.",editor,Catalogue of Italian sculpture,1932,1932,London,Pub. under the authority of the Board of Education,2,"Maclagan, Eric Robert Dalrymple || Longhurst, Margaret H.",2,Q165_003,33018752
Hilda Lockhart Lorimer,Q962,"Lorimer, Hilda Lockhart",author,Homer and the monuments,1950,1950,London,Macmillan,1,"Lorimer, Hilda Lockhart",1,Q962_001,51008718
Jessie MacGregor,Q970,"MacGregor, Jessie",author,Gardens of celebrities and celebrated gardens in and around London,1918,1918,London,Hutchinson & co.,1,"MacGregor, Jessie",1,Q970_001,20008899
Louisa Macdonald,Q969,"Macdonald, Louisa",author,"Catalogue of the Greek and Etruscan vases and of the Greek and Roman lamps in the Nicholson Museum, University of Sydney",1898,1898,Sydney,W. Brooks,1,"Macdonald, Louisa",1,Q969_001,78293472
Dorothy Mary Mackay,Q792,"Mackay, Dorothy Mary Simmons",author,The ancient cities of Iraq,1926,1926,Baghdad,K. Mackenzie,1,"Mackay, Dorothy Mary Simmons",1,Q792_005,42041346
Dorothy Mary Mackay,Q792,"Mackay, Dorothy Mary Simmons",editor,Early Indus civilizations,1948,1948,London,Luzac,2,"Mackay, Ernest John Henry || Mackay, Dorothy Mary Simmons",2,Q792_006,49002682
Dorothy Mary Mackay,Q792,"Mackay, Dorothy Mary Simmons",author,A guide to the archaeological collections in the University Museum. (American University of Beirut),1951,1951,Beirut,Printed for the American University of Beirut by the Impr. catholique,1,"Mackay, Dorothy Mary Simmons",1,Q792_001,55057064
Christian Maclagan,Q974,"Maclagan, Christian",author,"The hill forts, stone circles, and other structural remains of ancient Scotland illustrated with plans and sketches",1875,1875,Edinburgh,Edmonston and Douglas,1,"Maclagan, Christian",1,Q974_001,83211135
Kathleen Major,Q862,"Major, Kathleen",editor,The Registrum antiquissimum of the cathedral church of Lincoln,1931,1931,Hereford,"printed for the Lincoln record society by the Hereford Times, ltd.",2,"Foster, C. W. || Major, Kathleen",2,Q862_004,32005635
Kathleen Major,Q862,"Major, Kathleen",editor,Acta Stephani Langton Cantuariensis Archiepiscopi A. D. 1207-1228,1950,1950,Oxford,Printed at the University Press,1,"Major, Kathleen",1,Q862_002,a 51003272
Kathleen Major,Q862,"Major, Kathleen",author,A handlist of the records of the Bishop of Lincoln and of the Archdeacons of Lincoln and Stow,1953,1953,London,Oxford University Press,1,"Major, Kathleen",1,Q862_005,54035837
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,Essays in the study of folk-songs,1886,1886,London,G. Redway,1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_013,06031677
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,Translations from the poems of Victor Hugo,1887,1887,London etc.,W. Scott,3,"Hugo, Victor || Carrington, Henry || Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",3,Q979_006,01012429
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,Italian characters in the epoch of unification,1890,1890,London,T. F. Unwin,1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_014,13007743
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,Glimpses of Italian society in the eighteenth century,1892,1892,London,"Seeley and Co., Limited",2,"Piozzi, Hester Lynch || Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",2,Q979_023,04030280
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,"The liberation of Italy, 1815-1870",1895,1895,London,"Seeley and Co., Limited",1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_017,04018276
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,"Storia della liberazione d'Italia, 1815-1870",1896,1896,Milano,Fratelli Treves,1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_022,ltf90028246
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,Cavour,1898,1898,London,"Macmillan & Co., limited",1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_011,tmp96022093
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,"Anthology of French poetry, 10th to 19th centuries",1900,1900,London and New York,H. Frowde,2,"Carrington, Henry || Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",2,Q979_005,02009238
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,Lombard studies,1902,1902,London,T. Fisher Unwin,1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_019,03004223
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,The place of animals in human thought,1909,1909,London etc.,T. F. Unwin,1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_021,10001971
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",author,"The outdoor life in Greek and Roman Poets, and kindred studies",1911,1911,London,Macmillan,1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_020,12001126
Evelyn Martinengo-Cesaresco,Q979,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",translator,A sheaf of Greek folk songs gleaned by an old Philhellene,1922,1922,Oxford,B. Blackwell,1,"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington",1,Q979_001,23006942
May McKisack,Q1714,"McKisack, May",author,The parliamentary representation of the English boroughs during the Middle Ages,1932,1932,London,Oxford University Press (H. Milford),1,"McKisack, May",1,Q1714_007,32024119
May McKisack,Q1714,"McKisack, May",editor,Fourteenth century studies,1937,1937,Oxford,Clarendon press,3,"Clarke, Maude Violet || Sutherland, Lucy Stuart || McKisack, May",3,Q1714_002,37022084
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,A ribbon of iron,1901,1901,New York,"A. Constable & co., ltd.",1,"Meakin, Annette M. B.",1,Q983_009,02026359
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,In Russian Turkestan; a garden of Asia and its people,1903,1903,London,G. Allen,1,"Meakin, Annette M. B.",1,Q983_006,04001866
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,"Russia, travels and studies",1906,1906,London,"Hurst and Blackett, limited",1,"Meakin, Annette M. B.",1,Q983_013,12029771
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,Woman in transition,1907,1907,London,Methuen,1,"Meakin, Annette M. B.",1,Q983_012,08018540
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,What America is doing; letters from the New world,1911,1911,Edinburgh,W. Blackwood and Sons,1,"Meakin, Annette M. B.",1,Q983_011,11019564
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,"Hannah More, a biographical study",1911,1911,London,"Smith, Elder, & co.",1,"Meakin, Annette M. B.",1,Q983_005,14002958
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,Enlistment or conscription?,1915,1915,London,E.P. Dutton,1,"Meakin, Annette M. B.",1,Q983_003,15007065
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",translator,"Polyeuctes, a Christian tragedy",1929,1929,Paris,Les Presses modernes,2,"Corneille, Pierre || Meakin, Annette M. B.",2,Q983_001,29003205
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,"Inez de Castro; a tragedy, in three acts",1930,1930,Paris,Les Presses modernes,1,"Meakin, Annette M. B.",1,Q983_007,tmp92007141
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",author,"Goethe and Schiller, 1785-1805; the story of a friendship",1932,1932,London,F. Griffiths,3,"Meakin, Annette M. B. || Schiller, Friedrich || Körner, Christian Gottfried",1,Q983_004,32023456
Annette Mary Budgett Meakin,Q983,"Meakin, Annette M. B.",translator,"Nausikaa, a love story",1938,1938,Oxford,Printed at the Shakespeare head press,2,"Homer || Meakin, Annette M. B.",2,Q983_002,43030856
Valerie Susan Meux,Q1158,"Meux, Valerie Susie Langdon",author,"Some account of the collection of Egyptian antiquities in the possession of Lady Meux, of Theobald's Park, Waltham Cross",1896,1896,London,Harrison & Sons,2,"Meux, Valerie Susie Langdon || Budge, E. A. Wallis",1,Q1158_001,09023042
Laura Margaret Midgley,Q1322,"Midgley, Laura Margaret",editor,"Ministers' accounts of the earldom of Cornwall, 1296-1297",1942-45,1942,London,Offices of the Royal Historical Society,1,"Midgley, Laura Margaret",1,Q1322_001,43004619
Mabel Helmer Mills,Q352,"Mills, Mabel Helmer",editor,"The pipe roll for 1295, Surrey membrane (pipe roll, 140.)",1924,1924,Esher,"Printed by Billing & sons, limited for the Surrey record society",1,"Mills, Mabel Helmer",1,Q352_001,25005373
Susan Minet,Q2371,"Minet, Susan",author,"Register of the church of Le Carre and Berwick street, 1690-1788",1921,1921,Reading,"Printed by the Eastern press, limited",2,"Minet, William || Minet, Susan",2,Q2371_003,21017167
Susan Minet,Q2371,"Minet, Susan",editor,"Register of the Church of the Artillery, Spitalfields, 1691-1786",1948,1948,Frome,Printed for the Society by Butler & Tanner,1,"Minet, Susan",1,Q2371_002,a 49004942
Gwenllian Elizabeth Fanny Morgan,Q392,"Morgan, Gwenllian Elizabeth Fanny",author,"Brecon cathedral, formerly the Priory church of S. John the Evangelist (or, the Holy rood)",1935,1935,St. Albans,The Campfield press,1,"Morgan, Gwenllian Elizabeth Fanny",1,Q392_001,42043232
Anna Anderson Morton,Q813,"Morton, A. A.",author,A concise dictionary of Egyptian archaeology: a handbook for students and travellers,1924,1924,London,Methuen,2,"Brodrick, M. || Morton, A. A.",2,Q813_001,2010713741
Rosalind Louisa Beaufort Moss,Q1574,"Moss, Rosalind L. B.",author,The life after death in Oceania and the Malay Archipelago,1925,1925,"New York, etc.","Oxford University Press, H. Milford",1,"Moss, Rosalind L. B.",1,Q1574_001,25020960
Rosalind Louisa Beaufort Moss,Q1574,"Moss, Rosalind L. B.",author,"Topographical bibliography of ancient Egyptian hieroglyphic texts, reliefs, and paintings",1927-,1927,Oxford,Clarendon Press,2,"Porter, Bertha || Moss, Rosalind L. B.",2,Q1574_003,28025172
Jessie Mothersole,Q549,"Mothersole, Jessie",author,"Saqqara mastabas, part I-II.",1905-37,1905,London,British School of Archaeology in Egypt and B. Quaritch,7,"Murray, Margaret Alice || Sethe, Kurt || Loat, W. L. S. || Hansard, F. || Mothersole, Jessie || Petrie, Hilda || Kingsford, Florence Kate",5,Q549_007,08002547
Jessie Mothersole,Q549,"Mothersole, Jessie",author,Hadrian's wall,1922,1922,London,John Lane,1,"Mothersole, Jessie",1,Q549_002,23008808
Jessie Mothersole,Q549,"Mothersole, Jessie",author,The Saxon shore,1924,1924,London,John Lane,1,"Mothersole, Jessie",1,Q549_004,24021415
Jessie Mothersole,Q549,"Mothersole, Jessie",author,"Czechoslovakia, the land of an unconquerable ideal",1926,1926,New York,"Dodd, Mead and company",1,"Mothersole, Jessie",1,Q549_001,42029133
Jessie Mothersole,Q549,"Mothersole, Jessie",author,Agricola's road into Scotland,1927,1927,London,John Lane,1,"Mothersole, Jessie",1,Q549_005,27017557
Jessie Mothersole,Q549,"Mothersole, Jessie",author,In Roman Scotland,1927,1927,London,John Lane,1,"Mothersole, Jessie",1,Q549_003,28010539
Frances Murray,Q995,"Murray, Frances",author,Summer in the Hebrides; sketches in Colonsay and Oronsay,1887,1887,Glasgow,J. Maclehose & sons,1,"Murray, Frances",1,Q995_018,03028698
Katherine Maud Elisabeth Murray,Q109,"Murray, K. M. Elisabeth",author,The constitutional history of the Cinque ports,1935,1935,Manchester,Manchester university press,1,"Murray, K. M. Elisabeth",1,Q109_002,36008813
Katherine Maud Elisabeth Murray,Q109,"Murray, K. M. Elisabeth",editor,"Registrum cartarum monasterii b. v. Mariae de Tristernagh in commitatu occidentalis midiae, fundati et dotati a Galfredo de Constintine. Register of the priory of the Blessed Virgin Mary at Tristernagh",1941,1941,Dublin,The Stationery office,3,"Clarke, M. V. || Macaulay, Janet Stewart Alison || Murray, K. M. Elisabeth",3,Q109_004,43007733
Katherine Maud Elisabeth Murray,Q109,"Murray, K. M. Elisabeth",editor,"Register of Daniel Rough, common clerk of Romney, 1353-1380",1945,1945,Ashford,Printed for the Records Branch by Headley brothers,4,"Rough, Daniel || Murray, K. M. Elisabeth || Forsett, John || Jessup, Frank W.",2,Q109_003,45011386
Margaret Alice Murray,Q569,"Murray, M. A.",author,Guide to the collection of Egyptian antiquities,1903,1903,Glasgow,"Printed by J. Hedderwick & sons, for H. M. Stationery off.",1,"Murray, M. A.",1,Q569_050,15006737
Margaret Alice Murray,Q569,"Murray, M. A.",translator,Pinocchio,1928,1928,New York,T. Nelson and sons,2,"Collodi, Carlo || Murray, M. A.",2,Q569_005,28015279
Margaret Alice Murray,Q569,"Murray, M.A.",author,The adventures of Pinocchio,1946,1946,New York,Grosset & Dunlap,2,"Collodi, Carlo || Murray, M.A.",2,Q569_003,46022698
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,The Osireion at Abydos,1904,1904,London,B. Quaritch,3,"Murray, Margaret Alice || Milne, J. G. || Crum, W. E.",1,Q569_035,08002210
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,"Saqqara mastabas, part I-II.",1905-37,1905,London,British School of Archaeology in Egypt and B. Quaritch,7,"Murray, Margaret Alice || Sethe, Kurt || Loat, W. L. S. || Hansard, F. || Mothersole, Jessie || Petrie, Hilda || Kingsford, Florence Kate",1,Q569_037,08002547
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Index of names and titles of the old kingdom,1908,1908,London,Office of British School of Archaeology etc.,1,"Murray, Margaret Alice",1,Q569_032,10014336
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,The tomb of two brothers,1910,1910,Manchester,"Sherratt & Hughes; etc., etc.",1,"Murray, Margaret Alice",1,Q569_045,11000602
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Elementary Coptic (Sahidic) grammar,1911,1911,London,B. Quaritch,1,"Murray, Margaret Alice",1,Q569_025,21010594
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Ancient Egyptian legends,1913,1913,London,J. Murray,1,"Murray, Margaret Alice",1,Q569_012,13006081
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Riqqeh and Memphis VI,1915,1915,London,School of archaeology in Egypt,4,"Engelbach, Reginald || Murray, Margaret Alice || Petrie, Hilda || Petrie, W. M. Flinders",2,Q569_010,16014931
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Lahun,1920-23,1920,London,"British school of archaeology in Egypt, University college etc.",3,"Brunton, Guy || Petrie, W. M. Flinders || Murray, Margaret Alice",3,Q569_001,22014840
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,The witch-cult in western Europe; a study in anthropology,1921,1921,Oxford,Clarendon Press,1,"Murray, Margaret Alice",1,Q569_047,a 22000394
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Excavations in Malta,1923-,1923,London,B. Quaritch,1,"Murray, Margaret Alice",1,Q569_027,24024355
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Tombs of the courtiers and Oxyrhynkhos,1925,1925,London,British School of Archaeology in Egypt etc.,4,"Petrie, W. M. Flinders || Gardiner, Alan H. || Petrie, Hilda || Murray, Margaret Alice",4,Q569_049,26005972
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Egyptian sculpture,1930,1930,London,Duckworth,1,"Murray, Margaret Alice",1,Q569_019,31026095
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Egyptian temples,1931,1931,London,"S. Low, Marston & Co.",1,"Murray, Margaret Alice",1,Q569_022,31031348
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Elementary Egyptian grammar,1932,1932,London,B. Quaritch,1,"Murray, Margaret Alice",1,Q569_026,35037751
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Cambridge excavations in Minorca,1932-38,1932,London,B. Quaritch,1,"Murray, Margaret Alice",1,Q569_013,42005811
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,A Coptic reading book (with glossary) for the use of beginners,1933,1933,London,B. Quaritch,2,"Murray, Margaret Alice || Pitcher, Dorothy",1,Q569_014,34036458
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,The god of the witches,1933,1933,London,"S. Low, Marston & co., ltd.",1,"Murray, Margaret Alice",1,Q569_031,34041836
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Corpus of the bronze-age of Malta,1934,1934,London,B. Quaritch,3,"Murray, Margaret Alice || Beck, Horace || Zammit, Charles",1,Q569_015,35000937
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,"Petra, the rock city of Edom",1939,1939,Glasgow,"Blackie and son, limited",1,"Murray, Margaret Alice",1,Q569_036,39021997
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,A street in Petra,1940,1940,London,"British School of Archaeology in Egypt and B. Quaritch, ltd.",2,"Murray, Margaret Alice || Ellis, J. C.",1,Q569_044,42012765
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,Egyptian religious poetry,1949,1949,London,J. Murray,1,"Murray, Margaret Alice",1,Q569_017,49010864
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,The splendour that was Egypt; a general survey of Egyptian culture and civilisation,1949,1949,New York,Philosophical Library,1,"Murray, Margaret Alice",1,Q569_041,49011954
Margaret Alice Murray,Q569,"Murray, Margaret Alice",author,The divine king in England,1954,1954,London,Faber & Faber,1,"Murray, Margaret Alice",1,Q569_016,a 54001859
Harriet Georgiana Maria Murray-Aynsley,Q997,"Murray-Aynsley, Harriet Georgiana Maria Manners-Sutton",author,"An account of a three months' tour from Simla through Bussahir, Kunówar and Spiti, to Lahoul",1882,1882,Calcutta,"Thacker, Spink",1,"Murray-Aynsley, Harriet Georgiana Maria Manners-Sutton",1,Q997_001,08007980
Harriet Georgiana Maria Murray-Aynsley,Q997,"Murray-Aynsley, Harriet Georgiana Maria Manners-Sutton",author,Symbolism of the East and West,1900,1900,London,,2,"Murray-Aynsley, Harriet Georgiana Maria Manners-Sutton || Birdwood, George C. M.",1,Q997_002,a 13000960
Mary E. Noble,Q999,"Noble, Mary E.",author,"The registers of the parish of Askham in the County of Westmoreland, from 1566 to 1812",1904,1904,London,Bemrose,1,"Noble, Mary E.",1,Q999_001,05004678
Kate Norgate,Q1000,"Norgate, Kate",author,England under the Angevin kings,1887,1887,London and New York,Macmillan and Co.,1,"Norgate, Kate",1,Q1000_006,03006891
Kate Norgate,Q1000,"Norgate, Kate",editor,A short history of the English people,1893-95,1893,New York,Harper & brothers,3,"Green, John Richard || Green, Alice Stopford || Norgate, Kate",3,Q1000_003,30030988
Kate Norgate,Q1000,"Norgate, Kate",editor,Oxford studies,1901,1901,London,"Macmillan and co., limited",3,"Green, John Richard || Green, Alice Stopford || Norgate, Kate",3,Q1000_001,02007408
Kate Norgate,Q1000,"Norgate, Kate",author,John Lackland,1902,1902,London,Macmillan,1,"Norgate, Kate",1,Q1000_008,03000973
Kate Norgate,Q1000,"Norgate, Kate",author,The minority of Henry the Third,1912,1912,London,"Macmillan and co., limited",1,"Norgate, Kate",1,Q1000_009,13001872
Kate Norgate,Q1000,"Norgate, Kate",author,Richard the Lion Heart,1924,1924,London,"Macmillan and co., limited",1,"Norgate, Kate",1,Q1000_011,24017983
Rosalind Lucy Northcote,Q1002,"Northcote, Rosalind",author,The book of herbs,1903,1903,London,J. Lane,1,"Northcote, Rosalind",1,Q1002_002,agr04000064
Rosalind Lucy Northcote,Q1002,"Northcote, Rosalind",author,"Devon, its moorlands, streams, & coasts",1914,1914,London,"Chatto & Windus; etc., etc.",1,"Northcote, Rosalind",1,Q1002_003,15001381
Joan Parkes,Q1283,"Parkes, Joan",author,Travel in England in the seventeenth century,1925,1925,London,"Oxford University Press, H. Milford",1,"Parkes, Joan",1,Q1283_003,25019450
Mabel Geraldine Woodruffe Peacock,Q1010,"Peacock, Mabel",editor,An index of names of the Royalists whose estates were confiscated during the commonwealth,1879,1879,London,Pub. for the Index society,2,"Peacock, Mabel || Scobell, Henry",1,Q1010_004,02024289
Mabel Geraldine Woodruffe Peacock,Q1010,"Peacock, Mabel",author,Taales fra Linkinsheere,1889,1889,Brigg,G. Jackson,1,"Peacock, Mabel",1,Q1010_005,ltf91078849
Mabel Geraldine Woodruffe Peacock,Q1010,"Peacock, Mabel",editor,Examples of printed folk-lore concerning Lincolnshire,1908,1908,London,Pub. for the Folk-lore society by D. Nutt,2,"Gutch, Eliza || Peacock, Mabel",2,Q1010_003,09014615
Hilda Petrie,Q1909,"Petrie, Hilda",author,"Saqqara mastabas, part I-II.",1905-37,1905,London,British School of Archaeology in Egypt and B. Quaritch,7,"Murray, Margaret Alice || Sethe, Kurt || Loat, W. L. S. || Hansard, F. || Mothersole, Jessie || Petrie, Hilda || Kingsford, Florence Kate",6,Q1909_002,08002547
Hilda Petrie,Q1909,"Petrie, Hilda",author,Riqqeh and Memphis VI,1915,1915,London,School of archaeology in Egypt,4,"Engelbach, Reginald || Murray, Margaret Alice || Petrie, Hilda || Petrie, W. M. Flinders",3,Q1909_001,16014931
Hilda Petrie,Q1909,"Petrie, Hilda",author,Tombs of the courtiers and Oxyrhynkhos,1925,1925,London,British School of Archaeology in Egypt etc.,4,"Petrie, W. M. Flinders || Gardiner, Alan H. || Petrie, Hilda || Murray, Margaret Alice",3,Q1909_005,26005972
Hilda Petrie,Q1909,"Petrie, Hilda",author,Side notes on the Bible,1933,1933,London,"Search publishing company, limited",2,"Petrie, Hilda || Petrie, W. M. Flinders",1,Q1909_003,34019149
Helen Mary Petter,Q1120,"Petter, Helen Mary",author,"The Oxford almanack, 1674-1946",1946,1946,New York,Oxford University Press,1,"Petter, Helen Mary",1,Q1120_002,47002923
